Statistical Division or Subdivision,LGA,Offence category,Subcategory,Score
South Eastern,Yass Valley,Drug offences,"Dealing, trafficking in cannabis",51
South Eastern,Yass Valley,Drug offences,"Dealing, trafficking in amphetamines",39
South Eastern,Yass Valley,Drug offences,"Dealing, trafficking in ecstasy",12
South Eastern,Yass Valley,Drug offences,"Dealing, trafficking in other drugs",6
South Eastern,Yass Valley,Drug offences,Cultivating cannabis,74
South Eastern,Yass Valley,Drug offences,Manufacture drug,1
South Eastern,Yass Valley,Drug offences,Importing drugs,0
South Eastern,Yass Valley,Drug offences,Other drug offences,451
South Eastern,Yass Valley,Prohibited and regulated weapons offences,,377
South Eastern,Yass Valley,Disorderly conduct,Trespass,455
South Eastern,Yass Valley,Disorderly conduct,Offensive conduct,339
South Eastern,Yass Valley,Disorderly conduct,Offensive language,293
South Eastern,Yass Valley,Disorderly conduct,Criminal intent,37
South Eastern,Yass Valley,Betting and gaming offences,,12
South Eastern,Yass Valley,Liquor offences,,619
South Eastern,Yass Valley,Pornography offences,,12
South Eastern,Yass Valley,Prostitution offences,,0
South Eastern,Yass Valley,Against justice procedures,Escape custody,10
South Eastern,Yass Valley,Against justice procedures,Breach Apprehended Violence Order,245
South Eastern,Yass Valley,Against justice procedures,Breach bail conditions,143
South Eastern,Yass Valley,Against justice procedures,Fail to appear,17
South Eastern,Yass Valley,Against justice procedures,Resist or hinder officer,207
South Eastern,Yass Valley,Against justice procedures,Other offences against justice procedures,62
South Eastern,Yass Valley,Transport regulatory offences,,35
South Eastern,Yass Valley,Other offences,,1051
South Eastern,Young,Homicide,Murder (a),0
South Eastern,Young,Homicide,Attempted murder,2
South Eastern,Young,Homicide,"Murder accessory, conspiracy",0
South Eastern,Young,Homicide,Manslaughter (a),0
South Eastern,Young,Assault,Domestic violence related assault,1269
South Eastern,Young,Assault,Non-domestic violence related assault,2052
South Eastern,Young,Assault,Assault Police,238
South Eastern,Young,Sexual offences,Sexual assault,233
South Eastern,Young,Sexual offences,"Indecent assault, act of indecency and other sexual offences",378
South Eastern,Young,Abduction and kidnapping,,12
South Eastern,Young,Robbery,Robbery without a weapon,32
South Eastern,Young,Robbery,Robbery with a firearm,1
South Eastern,Young,Robbery,Robbery with a weapon not a firearm,13
South Eastern,Young,Blackmail and extortion,,6
South Eastern,Young,"Harassment, threatening behaviour and private nuisance",,1054
South Eastern,Young,Other offences against the person,,52
South Eastern,Young,Theft,Break and enter dwelling,1437
South Eastern,Young,Theft,Break and enter non-dwelling,1602
South Eastern,Young,Theft,Receiving or handling stolen goods,267
South Eastern,Young,Theft,Motor vehicle theft,457
South Eastern,Young,Theft,Steal from motor vehicle,1446
South Eastern,Young,Theft,Steal from retail store,565
South Eastern,Young,Theft,Steal from dwelling,1314
South Eastern,Young,Theft,Steal from person,87
South Eastern,Young,Theft,Stock theft,190
South Eastern,Young,Theft,Fraud,1017
South Eastern,Young,Theft,Other theft,1470
South Eastern,Young,Arson,,313
South Eastern,Young,Malicious damage to property,,6062
South Eastern,Young,Drug offences,Possession and/or use of cocaine,0
South Eastern,Young,Drug offences,Possession and/or use of narcotics,10
South Eastern,Young,Drug offences,Possession and/or use of cannabis,581
South Eastern,Young,Drug offences,Possession and/or use of amphetamines,62
South Eastern,Young,Drug offences,Possession and/or use of ecstasy,14
South Eastern,Young,Drug offences,Possession and/or use of other drugs,51
South Eastern,Young,Drug offences,"Dealing, trafficking in cocaine",0
South Eastern,Young,Drug offences,"Dealing, trafficking in narcotics",3
South Eastern,Young,Drug offences,"Dealing, trafficking in cannabis",62
South Eastern,Young,Drug offences,"Dealing, trafficking in amphetamines",68
South Eastern,Young,Drug offences,"Dealing, trafficking in ecstasy",4
South Eastern,Young,Drug offences,"Dealing, trafficking in other drugs",12
South Eastern,Young,Drug offences,Cultivating cannabis,83
South Eastern,Young,Drug offences,Manufacture drug,3
South Eastern,Young,Drug offences,Importing drugs,0
South Eastern,Young,Drug offences,Other drug offences,191
South Eastern,Young,Prohibited and regulated weapons offences,,519
South Eastern,Young,Disorderly conduct,Trespass,903
South Eastern,Young,Disorderly conduct,Offensive conduct,665
South Eastern,Young,Disorderly conduct,Offensive language,863
South Eastern,Young,Disorderly conduct,Criminal intent,42
South Eastern,Young,Betting and gaming offences,,65
South Eastern,Young,Liquor offences,,1247
South Eastern,Young,Pornography offences,,17
South Eastern,Young,Prostitution offences,,4
South Eastern,Young,Against justice procedures,Escape custody,11
South Eastern,Young,Against justice procedures,Breach Apprehended Violence Order,886
South Eastern,Young,Against justice procedures,Breach bail conditions,1035
South Eastern,Young,Against justice procedures,Fail to appear,26
South Eastern,Young,Against justice procedures,Resist or hinder officer,676
South Eastern,Young,Against justice procedures,Other offences against justice procedures,45
South Eastern,Young,Transport regulatory offences,,24
South Eastern,Young,Other offences,,1067
Murrumbidgee,Carrathool,Homicide,Murder (a),2
Murrumbidgee,Carrathool,Homicide,Attempted murder,0
Murrumbidgee,Carrathool,Homicide,"Murder accessory, conspiracy",0
Murrumbidgee,Carrathool,Homicide,Manslaughter (a),0
Murrumbidgee,Carrathool,Assault,Domestic violence related assault,318
Murrumbidgee,Carrathool,Assault,Non-domestic violence related assault,533
Murrumbidgee,Carrathool,Assault,Assault Police,65
Murrumbidgee,Carrathool,Sexual offences,Sexual assault,40
Murrumbidgee,Carrathool,Sexual offences,"Indecent assault, act of indecency and other sexual offences",90
Murrumbidgee,Carrathool,Abduction and kidnapping,,1
Murrumbidgee,Carrathool,Robbery,Robbery without a weapon,2
Murrumbidgee,Carrathool,Robbery,Robbery with a firearm,0
Murrumbidgee,Carrathool,Robbery,Robbery with a weapon not a firearm,1
Murrumbidgee,Carrathool,Blackmail and extortion,,0
Murrumbidgee,Carrathool,"Harassment, threatening behaviour and private nuisance",,317
Murrumbidgee,Carrathool,Other offences against the person,,19
Murrumbidgee,Carrathool,Theft,Break and enter dwelling,205
Murrumbidgee,Carrathool,Theft,Break and enter non-dwelling,285
Murrumbidgee,Carrathool,Theft,Receiving or handling stolen goods,39
Murrumbidgee,Carrathool,Theft,Motor vehicle theft,124
Murrumbidgee,Carrathool,Theft,Steal from motor vehicle,413
Murrumbidgee,Carrathool,Theft,Steal from retail store,45
Murrumbidgee,Carrathool,Theft,Steal from dwelling,260
Murrumbidgee,Carrathool,Theft,Steal from person,9
Murrumbidgee,Carrathool,Theft,Stock theft,92
Murrumbidgee,Carrathool,Theft,Fraud,150
Murrumbidgee,Carrathool,Theft,Other theft,506
Murrumbidgee,Carrathool,Arson,,37
Murrumbidgee,Carrathool,Malicious damage to property,,759
Murrumbidgee,Carrathool,Drug offences,Possession and/or use of cocaine,0
Murrumbidgee,Carrathool,Drug offences,Possession and/or use of narcotics,4
Murrumbidgee,Carrathool,Drug offences,Possession and/or use of cannabis,218
Murrumbidgee,Carrathool,Drug offences,Possession and/or use of amphetamines,23
Murrumbidgee,Carrathool,Drug offences,Possession and/or use of ecstasy,3
Murrumbidgee,Carrathool,Drug offences,Possession and/or use of other drugs,9
Murrumbidgee,Carrathool,Drug offences,"Dealing, trafficking in cocaine",0
Murrumbidgee,Carrathool,Drug offences,"Dealing, trafficking in narcotics",0
Murrumbidgee,Carrathool,Drug offences,"Dealing, trafficking in cannabis",12
Murrumbidgee,Carrathool,Drug offences,"Dealing, trafficking in amphetamines",3
Murrumbidgee,Carrathool,Drug offences,"Dealing, trafficking in ecstasy",0
Murrumbidgee,Carrathool,Drug offences,"Dealing, trafficking in other drugs",0
Murrumbidgee,Carrathool,Drug offences,Cultivating cannabis,43
Murrumbidgee,Carrathool,Drug offences,Manufacture drug,0
Murrumbidgee,Carrathool,Drug offences,Importing drugs,0
Murrumbidgee,Carrathool,Drug offences,Other drug offences,81
Murrumbidgee,Carrathool,Prohibited and regulated weapons offences,,382
Murrumbidgee,Carrathool,Disorderly conduct,Trespass,227
Murrumbidgee,Carrathool,Disorderly conduct,Offensive conduct,109
Murrumbidgee,Carrathool,Disorderly conduct,Offensive language,124
Murrumbidgee,Carrathool,Disorderly conduct,Criminal intent,17
Murrumbidgee,Carrathool,Betting and gaming offences,,0
Murrumbidgee,Carrathool,Liquor offences,,315
Murrumbidgee,Carrathool,Pornography offences,,1
Murrumbidgee,Carrathool,Prostitution offences,,0
Murrumbidgee,Carrathool,Against justice procedures,Escape custody,3
Murrumbidgee,Carrathool,Against justice procedures,Breach Apprehended Violence Order,148
Murrumbidgee,Carrathool,Against justice procedures,Breach bail conditions,111
Murrumbidgee,Carrathool,Against justice procedures,Fail to appear,15
Murrumbidgee,Carrathool,Against justice procedures,Resist or hinder officer,143
Murrumbidgee,Carrathool,Against justice procedures,Other offences against justice procedures,12
Murrumbidgee,Carrathool,Transport regulatory offences,,1
Murrumbidgee,Carrathool,Other offences,,353
Murrumbidgee,Coolamon,Homicide,Murder (a),1
Murrumbidgee,Coolamon,Homicide,Attempted murder,2
Murrumbidgee,Coolamon,Homicide,"Murder accessory, conspiracy",0
Murrumbidgee,Coolamon,Homicide,Manslaughter (a),0
Murrumbidgee,Coolamon,Assault,Domestic violence related assault,248
Murrumbidgee,Coolamon,Assault,Non-domestic violence related assault,275
Murrumbidgee,Coolamon,Assault,Assault Police,15
Murrumbidgee,Coolamon,Sexual offences,Sexual assault,66
Murrumbidgee,Coolamon,Sexual offences,"Indecent assault, act of indecency and other sexual offences",108
Murrumbidgee,Coolamon,Abduction and kidnapping,,2
Murrumbidgee,Coolamon,Robbery,Robbery without a weapon,2
Murrumbidgee,Coolamon,Robbery,Robbery with a firearm,2
Murrumbidgee,Coolamon,Robbery,Robbery with a weapon not a firearm,0
Murrumbidgee,Coolamon,Blackmail and extortion,,0
Murrumbidgee,Coolamon,"Harassment, threatening behaviour and private nuisance",,239
Murrumbidgee,Coolamon,Other offences against the person,,12
Murrumbidgee,Coolamon,Theft,Break and enter dwelling,329
Murrumbidgee,Coolamon,Theft,Break and enter non-dwelling,491
Murrumbidgee,Coolamon,Theft,Receiving or handling stolen goods,26
Murrumbidgee,Coolamon,Theft,Motor vehicle theft,151
Murrumbidgee,Coolamon,Theft,Steal from motor vehicle,213
Murrumbidgee,Coolamon,Theft,Steal from retail store,34
Murrumbidgee,Coolamon,Theft,Steal from dwelling,281
Murrumbidgee,Coolamon,Theft,Steal from person,0
Murrumbidgee,Coolamon,Theft,Stock theft,67
Murrumbidgee,Coolamon,Theft,Fraud,123
Murrumbidgee,Coolamon,Theft,Other theft,298
Murrumbidgee,Coolamon,Arson,,43
Murrumbidgee,Coolamon,Malicious damage to property,,935
Murrumbidgee,Coolamon,Drug offences,Possession and/or use of cocaine,2
Murrumbidgee,Coolamon,Drug offences,Possession and/or use of narcotics,0
Murrumbidgee,Coolamon,Drug offences,Possession and/or use of cannabis,84
Murrumbidgee,Coolamon,Drug offences,Possession and/or use of amphetamines,8
Murrumbidgee,Coolamon,Drug offences,Possession and/or use of ecstasy,2
Murrumbidgee,Coolamon,Drug offences,Possession and/or use of other drugs,5
Murrumbidgee,Coolamon,Drug offences,"Dealing, trafficking in cocaine",0
Murrumbidgee,Coolamon,Drug offences,"Dealing, trafficking in narcotics",0
Murrumbidgee,Coolamon,Drug offences,"Dealing, trafficking in cannabis",4
Murrumbidgee,Coolamon,Drug offences,"Dealing, trafficking in amphetamines",4
Murrumbidgee,Coolamon,Drug offences,"Dealing, trafficking in ecstasy",0
Murrumbidgee,Coolamon,Drug offences,"Dealing, trafficking in other drugs",0
Murrumbidgee,Coolamon,Drug offences,Cultivating cannabis,39
Murrumbidgee,Coolamon,Drug offences,Manufacture drug,0
Murrumbidgee,Coolamon,Drug offences,Importing drugs,0
Murrumbidgee,Coolamon,Drug offences,Other drug offences,29
Murrumbidgee,Coolamon,Prohibited and regulated weapons offences,,161
Murrumbidgee,Coolamon,Disorderly conduct,Trespass,198
Murrumbidgee,Coolamon,Disorderly conduct,Offensive conduct,45
Murrumbidgee,Coolamon,Disorderly conduct,Offensive language,42
Murrumbidgee,Coolamon,Disorderly conduct,Criminal intent,12
Murrumbidgee,Coolamon,Betting and gaming offences,,49
Murrumbidgee,Coolamon,Liquor offences,,431
Murrumbidgee,Coolamon,Pornography offences,,2
Murrumbidgee,Coolamon,Prostitution offences,,0
Murrumbidgee,Coolamon,Against justice procedures,Escape custody,2
Murrumbidgee,Coolamon,Against justice procedures,Breach Apprehended Violence Order,104
Murrumbidgee,Coolamon,Against justice procedures,Breach bail conditions,30
Murrumbidgee,Coolamon,Against justice procedures,Fail to appear,1
Murrumbidgee,Coolamon,Against justice procedures,Resist or hinder officer,45
Murrumbidgee,Coolamon,Against justice procedures,Other offences against justice procedures,12
Murrumbidgee,Coolamon,Transport regulatory offences,,2
Murrumbidgee,Coolamon,Other offences,,216
Murrumbidgee,Cootamundra,Homicide,Murder (a),3
Murrumbidgee,Cootamundra,Homicide,Attempted murder,2
Murrumbidgee,Cootamundra,Homicide,"Murder accessory, conspiracy",0
Murrumbidgee,Cootamundra,Homicide,Manslaughter (a),0
Murrumbidgee,Cootamundra,Assault,Domestic violence related assault,734
Murrumbidgee,Cootamundra,Assault,Non-domestic violence related assault,1198
Murrumbidgee,Cootamundra,Assault,Assault Police,133
Murrumbidgee,Cootamundra,Sexual offences,Sexual assault,184
Murrumbidgee,Cootamundra,Sexual offences,"Indecent assault, act of indecency and other sexual offences",254
Murrumbidgee,Cootamundra,Abduction and kidnapping,,5
Murrumbidgee,Cootamundra,Robbery,Robbery without a weapon,17
Murrumbidgee,Cootamundra,Robbery,Robbery with a firearm,0
Murrumbidgee,Cootamundra,Robbery,Robbery with a weapon not a firearm,4
Murrumbidgee,Cootamundra,Blackmail and extortion,,0
Murrumbidgee,Cootamundra,"Harassment, threatening behaviour and private nuisance",,851
Murrumbidgee,Cootamundra,Other offences against the person,,71
Murrumbidgee,Cootamundra,Theft,Break and enter dwelling,763
Murrumbidgee,Cootamundra,Theft,Break and enter non-dwelling,958
Murrumbidgee,Cootamundra,Theft,Receiving or handling stolen goods,174
Murrumbidgee,Cootamundra,Theft,Motor vehicle theft,241
Murrumbidgee,Cootamundra,Theft,Steal from motor vehicle,864
Murrumbidgee,Cootamundra,Theft,Steal from retail store,255
Murrumbidgee,Cootamundra,Theft,Steal from dwelling,1065
Murrumbidgee,Cootamundra,Theft,Steal from person,97
Murrumbidgee,Cootamundra,Theft,Stock theft,101
Murrumbidgee,Cootamundra,Theft,Fraud,429
Murrumbidgee,Cootamundra,Theft,Other theft,945
Murrumbidgee,Cootamundra,Arson,,148
Murrumbidgee,Cootamundra,Malicious damage to property,,3150
Murrumbidgee,Cootamundra,Drug offences,Possession and/or use of cocaine,0
Murrumbidgee,Cootamundra,Drug offences,Possession and/or use of narcotics,12
